srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,srcYear,As on Date,YearCode,Year
Rajasthan,Sikar,Civil,6585,5598,3285,4530,918,31,18,20965,12588,950,4507,2920,7285,4932,6139,1155,298,148,4948,4204,12035,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Sikar,Criminal,13706,12784,8225,10652,1387,9,1,46764,39269,1723,5772,0,17729,3837,22267,2916,1977,1577,1348,3256,28015,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Sikar,Total,20291,18382,11510,15182,2305,40,19,67729,51857,2673,10279,2920,25014,8769,28406,4071,2275,1725,6296,7460,40050,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Sawai Madhopur,Civil,3315,2375,1258,1683,189,11,6,8837,6866,985,47,939,2208,1999,4185,427,117,81,2238,1100,4624,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Sawai Madhopur,Criminal,6705,5830,3639,3600,72,2,0,19848,16131,1271,2446,0,5105,792,12519,1417,981,858,562,1012,10363,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Sawai Madhopur,Total,10020,8205,4897,5283,261,13,6,28685,22997,2256,2493,939,7313,2791,16704,1844,1098,939,2800,2112,14987,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Jaipur District,Civil,6664,4994,2770,6018,703,59,2,21210,16864,947,988,2414,7289,4913,7815,1151,314,227,2495,3304,13901,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Jaipur District,Criminal,10746,9648,6755,14556,1150,22,0,42877,36841,2784,3251,0,14558,2131,23585,2581,2034,1726,389,1856,30346,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Jaipur District,Total,17410,14642,9525,20574,1853,81,2,64087,53705,3731,4239,2414,21847,7044,31400,3732,2348,1953,2884,5160,44247,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Jodhpur District,Civil,1790,1126,673,964,254,8,4,4819,2976,209,988,646,1474,1507,1610,147,19,15,845,339,2149,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Jodhpur District,Criminal,5307,5603,4082,5820,2088,49,0,22949,21151,401,1397,0,6461,964,13525,1991,508,489,115,189,14871,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Jodhpur District,Total,7097,6729,4755,6784,2342,57,4,27768,24127,610,2385,646,7935,2471,15135,2138,527,504,960,528,17020,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Jaipur Metro II,Civil,12963,8694,4342,5074,2444,804,52,34373,21204,1622,8686,2858,9965,11012,12298,961,758,374,4694,3597,18095,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Jaipur Metro II,Criminal,84626,61076,48572,45635,11941,507,5,252362,242361,6556,3449,0,176377,19182,51056,5630,6735,4337,1630,4242,151218,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Rajasthan,Jaipur Metro II,Total,97589,69770,52914,50709,14385,1311,57,286735,263565,8178,12135,2858,186342,30194,63354,6591,7493,4711,6324,7839,169313,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Dharmapuri,Civil,5412,4295,1929,1844,336,18,0,13834,11773,321,49,1691,654,2508,6039,3296,475,363,2736,3036,7859,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Dharmapuri,Criminal,4021,2128,954,956,188,49,8,8304,6535,79,1686,0,2773,242,3678,1445,3249,3124,155,365,3384,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Dharmapuri,Total,9433,6423,2883,2800,524,67,8,22138,18308,400,1735,1691,3427,2750,9717,4741,3724,3487,2891,3401,11243,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Pudukkottai,Civil,4310,3787,1973,1838,466,13,1,12388,0,1,0,0,0,0,0,1,72,248,2534,2409,7852,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Pudukkottai,Criminal,3788,2273,1057,1167,467,34,0,8786,0,0,0,0,0,0,0,0,447,345,142,196,5243,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Pudukkottai,Total,8098,6060,3030,3005,933,47,1,21174,0,1,0,0,0,0,0,1,519,593,2676,2605,13095,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tirunelveli,Civil,15166,9762,4834,3821,615,16,3,34217,28314,1681,124,4098,2392,6896,15674,5842,1405,1759,7594,6125,15082,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tirunelveli,Criminal,22800,15668,7537,6811,815,27,3,53661,49241,349,4016,0,20090,1892,16736,14004,9260,9626,645,928,22893,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tirunelveli,Total,37966,25430,12371,10632,1430,43,6,87878,77555,2030,4140,4098,22482,8788,32410,19846,10665,11385,8239,7053,37975,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Theni,Civil,4997,3874,1523,903,198,3,0,11498,0,0,0,0,0,0,0,0,430,394,2321,2550,3631,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Theni,Criminal,7047,4249,1934,1703,309,1,0,15243,0,0,0,0,0,0,0,0,4668,4606,396,817,5523,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Theni,Total,12044,8123,3457,2606,507,4,0,26741,0,0,0,0,0,0,0,0,5098,5000,2717,3367,9154,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Namakkal,Civil,7770,5274,2446,2388,454,15,4,18351,3,0,0,0,0,0,0,0,960,599,4240,3232,10391,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Namakkal,Criminal,4396,3193,1344,1020,93,2,0,10048,0,0,0,0,0,0,0,0,1224,1467,527,489,6875,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Namakkal,Total,12166,8467,3790,3408,547,17,4,28399,3,0,0,0,0,0,0,0,2184,2066,4767,3721,17266,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Nagapattinam,Civil,3558,4248,2434,1529,168,3,0,11940,0,0,0,0,0,0,0,0,163,150,2628,2076,5493,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Nagapattinam,Criminal,4894,3238,1868,1527,309,18,0,11854,0,0,1,0,1,0,0,0,1931,2107,366,624,5426,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Nagapattinam,Total,8452,7486,4302,3056,477,21,0,23794,0,0,1,0,1,0,0,0,2094,2257,2994,2700,10919,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Kanniyakumari,Civil,5638,5271,2640,2248,595,42,11,16445,5,0,0,0,5,0,0,0,9,165,3059,3651,7286,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Kanniyakumari,Criminal,9224,12034,4867,5073,994,52,0,32244,0,0,0,0,0,0,0,0,323,419,653,747,14498,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Kanniyakumari,Total,14862,17305,7507,7321,1589,94,11,48689,5,0,0,0,5,0,0,0,332,584,3712,4398,21784,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tiruchirappalli,Civil,11698,8418,4219,3519,1563,124,12,29553,24385,1316,204,3648,1396,5198,12547,6290,1221,963,6313,6851,14665,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tiruchirappalli,Criminal,11786,7379,5053,3590,921,68,7,28804,25076,395,3249,0,6535,1540,9347,10929,6786,6454,784,1592,12823,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tiruchirappalli,Total,23484,15797,9272,7109,2484,192,19,58357,49461,1711,3453,3648,7931,6738,21894,17219,8007,7417,7097,8443,27488,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Thoothukudi,Civil,5855,4215,1792,1676,276,8,1,13823,0,0,0,0,0,0,0,0,500,546,3416,2188,6444,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Thoothukudi,Criminal,10485,6617,2220,4461,446,23,0,24252,0,0,1,0,0,0,1,0,10173,10283,418,512,13839,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Thoothukudi,Total,16340,10832,4012,6137,722,31,1,38075,0,0,1,0,0,0,1,0,10673,10829,3834,2700,20283,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Viluppuram,Civil,13338,9256,5695,5313,1300,55,5,34962,27240,1270,114,6338,2317,8373,15083,5281,1358,1213,6815,6609,17882,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Viluppuram,Criminal,6410,4299,2577,3230,807,62,2,17387,15117,111,2009,0,6640,894,7647,1717,6896,7138,296,556,8618,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Viluppuram,Total,19748,13555,8272,8543,2107,117,7,52349,42357,1381,2123,6338,8957,9267,22730,6998,8254,8351,7111,7165,26500,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Vellore,Civil,11542,9114,4684,4109,1504,69,19,31041,23569,775,112,6585,1501,5598,14400,5459,819,766,5957,6540,13509,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Vellore,Criminal,10372,6648,2879,2953,989,38,5,23884,19150,345,4389,0,7388,1031,8358,6507,6632,6900,633,1267,10230,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Vellore,Total,21914,15762,7563,7062,2493,107,24,54925,42719,1120,4501,6585,8889,6629,22758,11966,7451,7666,6590,7807,23739,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Salem,Civil,15804,8949,6529,4520,2248,109,2,38161,31614,1154,220,5173,1804,7872,15417,7722,1521,1451,8166,8166,14819,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Salem,Criminal,11102,5803,3185,3293,711,95,0,24189,22287,602,1300,0,9193,867,9664,3793,4638,4835,833,1202,12050,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Salem,Total,26906,14752,9714,7813,2959,204,2,62350,53901,1756,1520,5173,10997,8739,25081,11515,6159,6286,8999,9368,26869,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Chennai,Civil,25142,14868,6882,7073,1706,209,30,55910,48508,763,303,6295,8877,12523,27423,5961,2487,2784,5467,10449,22437,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Chennai,Criminal,31599,28648,9056,16451,3735,314,23,89826,81221,1456,7106,0,65082,4050,17181,1724,22295,25523,1717,4472,37255,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Chennai,Total,56741,43516,15938,23524,5441,523,53,145736,129729,2219,7409,6295,73959,16573,44604,7685,24782,28307,7184,14921,59692,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Virudhunagar,Civil,7160,4908,2236,1627,493,33,1,16458,13175,1034,117,2130,814,2816,8108,3394,588,540,3967,3112,6060,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Virudhunagar,Criminal,11644,6095,2413,2549,425,36,7,23169,18606,581,3942,0,4885,982,10701,6298,3901,3754,487,721,7772,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Virudhunagar,Total,18804,11003,4649,4176,918,69,8,39627,31781,1615,4059,2130,5699,3798,18809,9692,4489,4294,4454,3833,13832,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Madurai,Civil,14879,11147,4511,3967,1060,53,8,35625,29563,1065,423,4575,2125,7027,15132,7864,1209,1240,6151,7158,13231,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Madurai,Criminal,16400,13812,4886,6762,1911,216,4,43991,40872,664,2460,0,9676,1812,17794,14400,4027,3496,673,2172,18425,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Madurai,Total,31279,24959,9397,10729,2971,269,12,79616,70435,1729,2883,4575,11801,8839,32926,22264,5236,4736,6824,9330,31656,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,The Nilgiris,Civil,1628,664,291,381,109,23,1,3097,2293,186,70,511,266,446,1806,428,147,171,805,472,981,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,The Nilgiris,Criminal,2325,1165,338,471,69,2,0,4370,4050,145,163,0,1445,115,2246,550,933,1093,191,165,1366,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,The Nilgiris,Total,3953,1829,629,852,178,25,1,7467,6343,331,233,511,1711,561,4052,978,1080,1264,996,637,2347,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Thanjavur,Civil,9737,5444,2755,2059,558,25,9,20587,16239,728,141,3479,1027,5052,8458,3307,829,870,4047,3743,7880,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Thanjavur,Criminal,9644,4389,3153,2416,619,30,5,20256,18502,474,1280,0,6075,900,8094,4779,3378,3217,633,1004,9764,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Thanjavur,Total,19381,9833,5908,4475,1177,55,14,40843,34741,1202,1421,3479,7102,5952,16552,8086,4207,4087,4680,4747,17644,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Coimbatore,Civil,16134,12008,6329,5825,1691,74,11,42072,34779,1136,332,5825,3542,6801,16522,11603,1717,1812,8797,10744,19664,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Coimbatore,Criminal,12263,9238,6933,7219,665,21,0,36339,31093,968,4278,0,15636,1885,15209,2760,11359,11510,1265,1597,19261,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Coimbatore,Total,28397,21246,13262,13044,2356,95,11,78411,65872,2104,4610,5825,19178,8686,31731,14363,13076,13322,10062,12341,38925,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Karur,Civil,4910,3385,1991,1770,352,9,2,12419,10645,397,46,1331,133,2184,5369,3344,296,435,2470,1769,5474,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Karur,Criminal,6208,2087,1256,1236,41,0,0,10828,9530,365,933,0,4358,336,3216,2698,1662,1493,373,568,3780,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Karur,Total,11118,5472,3247,3006,393,9,2,23247,20175,762,979,1331,4491,2520,8585,6042,1958,1928,2843,2337,9254,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Cuddalore,Civil,14244,9861,5445,5966,1458,114,17,37105,410,0,0,62,6,79,248,101,1095,1007,5613,4349,32703,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Cuddalore,Criminal,5038,3975,3204,5447,695,14,2,18375,1121,0,0,0,851,17,125,121,4610,4531,305,378,26356,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Cuddalore,Total,19282,13836,8649,11413,2153,128,19,55480,1531,0,0,62,857,96,373,222,5705,5538,5918,4727,59059,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Ramanathapuram,Civil,3537,2017,725,752,163,10,5,7209,6140,301,45,723,356,1386,4091,1301,259,296,1985,1814,2949,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Ramanathapuram,Criminal,8316,4460,1782,1702,498,92,3,16853,14590,87,2176,0,4536,453,6564,5086,6360,6394,168,505,5548,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Ramanathapuram,Total,11853,6477,2507,2454,661,102,8,24062,20730,388,2221,723,4892,1839,10655,6387,6619,6690,2153,2319,8497,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tiruvannamalai,Civil,8355,5959,3072,3778,1503,143,11,22821,17898,920,158,3845,1531,5388,9019,4228,456,479,4615,5135,10396,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tiruvannamalai,Criminal,5861,3142,2019,2579,892,22,1,14516,13461,259,748,0,4497,625,4939,4367,2563,2266,269,601,6088,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tiruvannamalai,Total,14216,9101,5091,6357,2395,165,12,37337,31359,1179,906,3845,6028,6013,13958,8595,3019,2745,4884,5736,16484,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Perambalur,Civil,2353,1362,665,780,359,13,4,5536,4806,129,6,595,414,856,2857,1137,161,189,1147,1176,2641,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Perambalur,Criminal,1881,756,443,414,168,34,1,3697,3014,46,637,0,1726,161,1519,256,1146,1127,59,266,1439,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Perambalur,Total,4234,2118,1108,1194,527,47,5,9233,7820,175,643,595,2140,1017,4376,1393,1307,1316,1206,1442,4080,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Erode,Civil,10131,6877,3887,2358,432,8,0,23693,0,0,0,0,0,0,0,0,1049,1048,5620,5242,11274,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Erode,Criminal,8101,5107,3048,2363,291,2,0,18912,0,0,0,0,0,0,0,0,7351,7516,935,1030,11099,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Erode,Total,18232,11984,6935,4721,723,10,0,42605,0,0,0,0,0,0,0,0,8400,8564,6555,6272,22373,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tiruvarur,Civil,2776,2271,1465,948,124,0,0,7584,5967,273,26,1318,261,1696,3860,1399,257,256,1600,1587,3926,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tiruvarur,Criminal,3540,1771,830,856,250,8,0,7255,6531,94,630,0,2724,382,2870,1193,3146,3221,221,328,2952,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Tiruvarur,Total,6316,4042,2295,1804,374,8,0,14839,12498,367,656,1318,2985,2078,6730,2592,3403,3477,1821,1915,6878,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Krishnagiri,Civil,8412,6609,2355,2180,920,58,8,20542,17089,363,51,3039,800,3949,8833,4661,542,591,3379,3910,7396,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Krishnagiri,Criminal,8666,5451,2344,2815,358,40,1,19675,13506,72,6097,0,8194,431,5862,3950,4691,4920,273,561,6705,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Krishnagiri,Total,17078,12060,4699,4995,1278,98,9,40217,30595,435,6148,3039,8994,4380,14695,8611,5233,5511,3652,4471,14101,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Dindigul,Civil,8642,5735,3298,2592,858,35,3,21163,2,0,0,1,0,1,0,0,731,647,4512,3790,16925,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Dindigul,Criminal,9509,6683,2814,4903,1378,38,0,25325,0,0,14,0,14,0,0,0,6180,6183,511,618,33285,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Dindigul,Total,18151,12418,6112,7495,2236,73,3,46488,2,0,14,1,14,1,0,0,6911,6830,5023,4408,50210,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Sivagangai,Civil,4483,3493,2480,1396,314,16,0,12182,10285,448,57,1363,649,2507,5339,3019,413,366,2961,2540,4768,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Sivagangai,Criminal,7751,6192,2504,2422,565,22,0,19456,17355,342,1733,0,6805,835,6991,4682,3477,3625,369,718,4869,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Sivagangai,Total,12234,9685,4984,3818,879,38,0,31638,27640,790,1790,1363,7454,3342,12330,7701,3890,3991,3330,3258,9637,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Ariyalur,Civil,2508,1529,818,895,252,8,2,6012,4789,294,94,835,196,1058,3034,1004,193,280,1567,1155,2644,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Tamil Nadu,Ariyalur,Criminal,3488,1571,977,732,180,8,1,6957,5925,50,982,0,1431,455,3367,1652,3163,3039,110,278,2691,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
